opt_id,question_id,prompt,transcription,llm_speaking_accuracy_llama31_score,llm_speaking_accuracy_mistral_score,llm_speaking_accuracy_llama32_score,llm_speaking_accuracy_claude_score,most_common_value,agreement_percentage,opt_id_q_id
106226,t1_q9,Tell me about an important decision you had to make., I'm going to go.,3.0,3.0,3.0,3.0,3.0,100.0,106226_t1_q9
98095,t1_q2,When is your birthday?, My birthday is 16th July.,2.0,3.0,3.0,3.0,3.0,75.0,98095_t1_q2
22374,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, Is passioning women people? She don't want others to love his age.  This is secret for Aries.,0.0,0.0,0.0,1.0,0.0,75.0,22374_t1_q14
107277,t1_q9,Tell me about an important decision you had to make., Good afternoon.,2.0,3.0,2.0,2.0,2.0,75.0,107277_t1_q9
84345,t1_q5,What type of food do you like and dislike?, I like Japanese food and I like this right junk food,0.0,0.0,4.0,0.0,0.0,75.0,84345_t1_q5
106262,t1_q13,"In what ways has technology impacted your life, both positively and negatively?", Next.,3.0,3.0,0.0,3.0,3.0,75.0,106262_t1_q13
87801,t1_q6,What did you do on your last holiday?, I will go to shop. I will go shopping.,2.0,3.0,3.0,3.0,3.0,75.0,87801_t1_q6
23164,t1_q4,Tell me something about your family.," There are three persons in our family, my husband, my son, and myself, and we both love each other. We all love each other.",2.0,3.0,3.0,3.0,3.0,75.0,23164_t1_q4
72912,t1_q5,What type of food do you like and dislike?," I like spicy food like Chinese, Indian,",1.0,1.0,0.0,1.0,1.0,75.0,72912_t1_q5
97126,t1_q8,Do you think people spend too much time on their mobile phones? Why?," In my opinion, yes, people needs to work personal content.",0.0,0.0,0.0,0.0,0.0,100.0,97126_t1_q8
70348,t1_q6,What did you do on your last holiday?," Last word is yesterday. Yesterday, snowing. I'm snow, I'm snow clinic. My home is pretty, or snow road is, including the",2.0,2.0,4.0,2.0,2.0,75.0,70348_t1_q6
102560,t1_q5,What type of food do you like and dislike?, My light is little and his light is secret.,3.0,3.0,0.0,3.0,3.0,75.0,102560_t1_q5
21887,t1_q5,What type of food do you like and dislike?, I like Chinese food and the Chinese food and I like the dogamian.,0.0,0.0,0.0,1.0,0.0,75.0,21887_t1_q5
76825,t1_q6,What did you do on your last holiday?," The last time is Christmas. I have dinner with my friends, 24 people.",0.0,0.0,0.0,1.0,0.0,75.0,76825_t1_q6
105239,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," We have both aspects. We can make sure that we have more convenient life, but the negative aspect.  Sometimes I wonder if I use the",0.0,0.0,0.0,0.0,0.0,100.0,105239_t1_q13
71021,t1_q3,Tell me about your hobbies., My hobby is play tennis and write my book,2.0,2.0,2.0,3.0,2.0,75.0,71021_t1_q3
73471,t1_q3,Tell me about your hobbies.," Hi, happy...",2.0,2.0,0.0,2.0,2.0,75.0,73471_t1_q3
106226,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, I'm not sure.,2.0,3.0,3.0,3.0,3.0,75.0,106226_t1_q14
25077,t1_q4,Tell me something about your family.," Yes, there's four, five people in my family, my father and mother and my wife and my daughter. Actually, we are, we are happiness and our home is very comfortable.",2.0,2.0,3.0,2.0,2.0,75.0,25077_t1_q4
81282,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, .,3.0,3.0,2.0,3.0,3.0,75.0,81282_t1_q14
23333,t1_q7,Tell me about a person you know well., I'm going to go to the next slide.,2.0,3.0,3.0,3.0,3.0,75.0,23333_t1_q7
72250,t1_q4,Tell me something about your family.," My family is totally lost. Seven, including me. My wife and poor daughter, and one son. He is a person.",3.0,3.0,3.0,3.0,3.0,100.0,72250_t1_q4
96761,t1_q5,What type of food do you like and dislike?, I like meat and I don't like fish.,2.0,4.0,2.0,2.0,2.0,75.0,96761_t1_q5
22138,t1_q9,Tell me about an important decision you had to make., The most important thing is that I get married with my husband whose name is Yuanwen. It's my favorite people in the world. I love him so much. And I think I have the right choice. Who is my biggest decision and my biggest love?  .,2.0,2.0,2.0,3.0,2.0,75.0,22138_t1_q9
73585,t1_q3,Tell me about your hobbies.," My heart is the movies, the movies and the route. And it is my family.",2.0,2.0,3.0,3.0,2.0,50.0,73585_t1_q3
24842,t1_q12,Tell me the plot of one of your favorite films or books.," I have a long time to read the books. This time, I start to read the info. English, I'm happy to read the info because I can learn a lot of new languages.  language, the words and I can spend a long time enjoying it. So I like, I will learn it hard.",0.0,0.0,0.0,0.0,0.0,100.0,24842_t1_q12
106798,t1_q12,Tell me the plot of one of your favorite films or books., I'm playing off my favorite games and that's it. Using damage of naturally and romantic and action  I like this kind of film I prefer many actions much,2.0,2.0,3.0,3.0,2.0,50.0,106798_t1_q12
73091,t1_q11,What are the biggest challenges for you in your area of work or study?, The biggest challenge is learning new things and my English study is learning English grammar.  I'm sorry.,2.0,2.0,0.0,1.0,2.0,50.0,73091_t1_q11
84139,t1_q11,What are the biggest challenges for you in your area of work or study?, The most challenge in my area is for example the COVID practice layer in the new year. Next platform for IAM audit.,0.0,0.0,0.0,1.0,0.0,75.0,84139_t1_q11
92615,t1_q8,Do you think people spend too much time on their mobile phones? Why?, you,2.0,2.0,3.0,2.0,2.0,75.0,92615_t1_q8
23009,t1_q5,What type of food do you like and dislike?, I like very delicious food but I don't know which one I best love and I think the one is my best is luoshuf. I think it's very delicious and every week I will eat it in the room but because I think it's very very delicious,2.0,2.0,0.0,2.0,2.0,75.0,23009_t1_q5
74259,t1_q13,"In what ways has technology impacted your life, both positively and negatively?", Technology is supported  something to my life.,0.0,0.0,0.0,0.0,0.0,100.0,74259_t1_q13
88064,t1_q11,What are the biggest challenges for you in your area of work or study?, I successfully do a deep project in transport.  Mm.,0.0,0.0,0.0,1.0,0.0,75.0,88064_t1_q11
22079,t1_q9,Tell me about an important decision you had to make.," I think we should spend our time to do any interesting things such as read books to improve ourselves all to do different, supposed to exercise our bodies all to do books all to  out to make different people to talking to the wheels.",2.0,2.0,3.0,2.0,2.0,75.0,22079_t1_q9
84438,t1_q11,What are the biggest challenges for you in your area of work or study?, My Charles is a student in big universities.,2.0,2.0,0.0,1.0,2.0,50.0,84438_t1_q11
104227,t1_q4,Tell me something about your family., I have two brothers and I have a house band. I have a son and I have a,3.0,3.0,2.0,3.0,3.0,75.0,104227_t1_q4
70611,t1_q12,Tell me the plot of one of your favorite films or books.," I like watching a movie. So when I sold out, I sold out. When I watch Japanese TV, I brought it to the movie in the business world for Germany. So this movie, I did it.  This is a very interesting movie for another story. I'm like it.",3.0,3.0,2.0,3.0,3.0,75.0,70611_t1_q12
105879,t1_q4,Tell me something about your family.," My family, my husband and my daughter and yeah, my husband, he's",0.0,0.0,0.0,0.0,0.0,100.0,105879_t1_q4
23015,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," about the difference between us and older generation. That's because older generation is maybe not too much, but in all about this generation, maybe think of the same thing as us, but they just maybe because they have lived a long time and they have experienced so many  So many parts experience so they can think too much but we just go to in the world but we do not have so many parts experience so that is the difference between us.",4.0,4.0,2.0,4.0,4.0,75.0,23015_t1_q14
73817,t1_q10,What was the last thing that made you feel happy or sad? Why?, Last week I've huge airplane because I come back from New York. A lot of stuff very kind for me. It was very happy for me.,2.0,2.0,2.0,2.0,2.0,100.0,73817_t1_q10
105168,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," A technology for my life is impacted, positive, for more information, concentrate for me. It's a technology for easy process. The invitation for information is Erme.",2.0,3.0,3.0,3.0,3.0,75.0,105168_t1_q13
21912,t1_q9,Tell me about an important decision you had to make., .  I'm going to travel.,0.0,0.0,0.0,2.0,0.0,75.0,21912_t1_q9
21857,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenge for me is about 500 swimming. When I am in university, I choose a lesson about swimming. The last class is swimming about 500 meters.  I remember about my classmates can swim in and I think I can do it and I swim in our understand",0.0,2.0,2.0,2.0,2.0,75.0,21857_t1_q11
70559,t1_q12,Tell me the plot of one of your favorite films or books.," Ah, just a quick question, Dr. Lately, so I don't see the new movie, but then the other is to say only that, so the past movie, but so, so, so, restful I saw movies, so the animation with my sound, the frame my sound, so, chives, so, chives, so, but so, so, the I saw the, so, forget the monster, and  So, I mentioned movie in Japan also famous but so interesting. Not only child but also the adult. Then, although this movie can expand the conversation between the sun and the parents.",2.0,2.0,0.0,3.0,2.0,50.0,70559_t1_q12
72315,t1_q9,Tell me about an important decision you had to make.," One of the interesting decisions to make is that I would organize the team and what are the priority at the work and so I have to organize the job to all my people in the team. There are four and I have organized the job according to the service priority.  It's quite difficult because we are a robot, they are a lot of work. So we really need to organize this.",0.0,0.0,0.0,1.0,0.0,75.0,72315_t1_q9
87948,t1_q10,What was the last thing that made you feel happy or sad? Why?, Let me know what was saying.  I walk down the street with my family.,0.0,0.0,0.0,1.0,0.0,75.0,87948_t1_q10
73953,t1_q10,What was the last thing that made you feel happy or sad? Why?," I am the major happy in the last vacation. But this is one time for my family. And it's very, very happy. And the time set.  and the time feel happy is the...",2.0,2.0,0.0,2.0,2.0,75.0,73953_t1_q10
71488,t1_q9,Tell me about an important decision you had to make., .,0.0,0.0,0.0,0.0,0.0,100.0,71488_t1_q9
104145,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, I don't know the answer. I don't speak the answer.  I'm going to make a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a,2.0,2.0,0.0,2.0,2.0,75.0,104145_t1_q14
105718,t1_q2,When is your birthday?," Zansamung, chagrabi.",0.0,0.0,0.0,1.0,0.0,75.0,105718_t1_q2
22248,t1_q10,What was the last thing that made you feel happy or sad? Why?, I'm sad about at the last hour my mandatory meal my uncle is  have an accident and I don't know how about hate,2.0,2.0,0.0,2.0,2.0,75.0,22248_t1_q10
